Species	12SRRN	16SRRN	28SRRN	ATP6	ATP8	BDNF	COX1	COX2	COX3	CXCR4	CYTB	NAD1	NAD2	NAD3	NAD4	NAD4L	NAD5	NAD6	NCX1	POMC	RAG1	RAG2	RHOD	SIA	SLC8A3	TYR
Ameerega_bilinguis	AY364571.1	HQ290996.1	DQ502978.1	-	-	HQ290633.1	-	-	-	-	DQ523144.1	HQ290996.1	HQ290996.1	-	-	-	-	-	HQ290753.1	HQ290873.1	-	-	DQ503216.1	DQ503078.1	-	DQ503157.1
Ameerega_boehmei	-	FJ546422.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_braccata	-	-	-	-	-	-	DQ502832.1	-	-	-	DQ502556.1	-	-	-	-	-	-	-	-	-	DQ503341.1	-	DQ503231.1	DQ503092.1	-	DQ503161.1
Ameerega_cainarachi	EU342620.1	EU342620.1	-	-	-	-	-	-	-	-	DQ523123.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_erythromos	KJ940458.1	KJ940458.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_flavopicta	-	-	-	-	-	-	DQ502831.1	-	-	-	DQ502555.1	-	-	-	-	-	-	-	-	-	DQ503340.1	-	DQ503230.1	DQ503091.1	-	DQ503160.1
Ameerega_hahneli	AY364573.1	HQ290998.1	DQ502977.1	-	-	HQ290635.1	DQ502932.1	-	-	-	DQ339056.1	HQ290998.1	HQ290998.1	-	-	-	-	-	HQ290755.1	KC604073.1	KC604009.1	-	DQ503276.1	DQ503076.1	-	DQ503174.1
Ameerega_ignipedis	FJ752369.1	FJ752292.1	-	-	-	-	-	-	-	-	FJ752335.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_macero	DQ522968.1	DQ523089.1	DQ502997.1	-	-	-	-	-	-	-	DQ523109.1	-	-	-	-	-	-	-	-	-	-	-	-	DQ503108.1	-	DQ503167.1
Ameerega_parvula	AY364574.1	HQ290999.1	-	-	-	HQ290636.1	-	-	-	-	HQ290576.1	HQ290999.1	HQ290999.1	-	-	-	-	-	HQ290756.1	HQ290876.1	-	-	-	-	-	HQ290936.1
Ameerega_pepperi	FJ752365.1	FJ752288.1	-	-	-	-	-	-	-	-	FJ752332.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_petersi	FJ752378.1	FJ752306.1	DQ502986.1	-	-	-	DQ502825.1	-	-	-	FJ752348.1	-	-	-	-	-	-	-	-	-	DQ503335.1	-	DQ503225.1	DQ503087.1	-	DQ503159.1
Ameerega_picta	EU342617.1	EU342616.1	DQ503032.1	-	-	-	DQ502922.1	-	-	-	DQ502684.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_pongoensis	DQ523005.1	DQ523076.1	-	-	-	-	-	-	-	-	DQ339051.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_pulchripecta	-	-	-	-	-	-	-	-	-	-	DQ502464.1	-	-	-	-	-	-	-	-	-	DQ503309.1	-	DQ503194.1	DQ503057.1	-	DQ503147.1
Ameerega_rubriventris	EU342623.1	EU342623.1	-	-	-	-	-	-	-	-	EU517674.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_silverstonei	DQ523013.1	AF124137.1	DQ283479.1	-	-	-	DQ502851.1	-	-	-	DQ523154.1	-	-	-	-	-	-	-	-	-	-	-	DQ283798.1	DQ282663.1	-	DQ503165.1
Ameerega_simulans	DQ523020.1	DQ523090.1	-	-	-	-	-	-	-	-	DQ523159.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_smaragdina	EU517658.1	EU517670.1	-	-	-	-	-	-	-	-	DQ523112.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ameerega_trivittata	EU342626.1	HQ291002.1	DQ503030.1	-	-	HQ290639.1	DQ502929.1	-	-	-	DQ523136.1	HQ291002.1	HQ291002.1	-	-	-	-	-	HQ290759.1	HQ290879.1	DQ503400.1	-	DQ503273.1	DQ503086.1	-	DQ503173.1
Ameerega_yoshina	FJ752353.1	FJ752276.1	-	-	-	-	-	-	-	-	FJ752323.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amietia_angolensis	KU693769.1	KC179968.1	KU694034.1	-	-	KC180104.1	-	-	-	-	-	-	KX225562.1	-	-	-	-	-	-	-	DQ019493.1	DQ019515.1	DQ347377.1	-	-	KC180297.1
Amietia_chapini	KU559993.1	KU693844.1	KU693993.1	-	-	-	-	-	-	-	KU560160.1	-	-	-	-	-	-	-	-	-	KU560243.1	-	-	-	-	KU694190.1
Amietia_delalandii	KU693673.1	KU693880.1	KU694003.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694189.1
Amietia_desaegeri	KU559959.1	KU560042.1	KU694030.1	-	-	-	-	-	-	-	KU560127.1	-	-	-	-	-	-	-	-	-	KU560208.1	-	-	-	-	KU694192.1
Amietia_dracomontana	-	FJ411440.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ014422.1	HQ014430.1	-	-	-	-
Amietia_fuscigula	KU693599.1	KU693833.1	DQ283476.1	-	-	-	-	-	-	-	-	-	EF136517.1	-	-	-	-	-	-	-	HQ014423.1	HQ014431.1	DQ283794.1	-	-	DQ347198.1
Amietia_hymenopus	KU693736.1	KU693863.1	KU693948.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694169.1
Amietia_johnstoni	KU693622.1	KU693802.1	KU693919.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694067.1
Amietia_lubrica	KU560014.1	KU560098.1	-	-	-	-	-	-	-	-	KU560180.1	-	-	-	-	-	-	-	-	-	KU560264.1	-	-	-	-	-
Amietia_moyerorum	KU693626.1	KU693836.1	KU693907.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694124.1
Amietia_nutti	KU559987.1	KU693845.1	KU693957.1	-	-	-	-	-	-	-	KU560154.1	-	-	-	-	-	-	-	-	-	KU560236.1	-	-	-	-	KU694195.1
Amietia_poyntoni	KU693623.1	KU693822.1	KU693984.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694183.1
Amietia_quecketti	-	KC756358.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amietia_ruwenzorica	KU559977.1	KU693818.1	KU693959.1	-	-	-	-	-	-	-	KU560146.1	-	-	-	-	-	-	-	-	-	KU560227.1	-	-	-	-	KU694115.1
Amietia_tenuoplicata	KU693652.1	KU693847.1	KU693952.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694151.1
Amietia_umbraculata	-	FJ411431.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FJ411447.1	HQ014432.1	-	-	-	-
Amietia_vandijki	KU693591.1	HQ014418.1	KU693895.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ014424.1	-	-	-	-	KU694041.1
Amietia_vertebralis	KU693711.1	FJ411438.1	DQ283714.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FJ411455.1	HQ014433.1	-	DQ282860.1	-	DQ283004.1
Amietia_wittei	KU693757.1	KU693806.1	KU693954.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU694186.1
Amietophrynus_arabicus	KU358526.1	KT031428.1	-	-	-	-	-	-	-	-	-	-	KT031540.1	-	-	-	-	-	-	-	KT031624.1	-	-	-	-	-
Amietophrynus_asmarae	-	KT031437.1	-	-	-	-	-	-	-	-	-	-	KT031542.1	-	-	-	-	-	-	-	KT031629.1	-	-	-	-	-
Amietophrynus_blanfordii	-	KT031444.1	-	-	-	-	-	-	-	-	-	-	KT031544.1	-	-	-	-	-	-	-	KT031637.1	-	-	-	-	-
Amietophrynus_brauni	DQ158437.1	DQ158437.1	DQ283726.1	-	-	-	KF665827.1	-	-	DQ306514.1	-	-	-	-	-	-	-	-	EF107272.1	DQ158279.1	KF666407.1	-	AF221975.1	DQ282873.1	EF107435.1	DQ283011.1
Amietophrynus_channingi	KF664735.1	HQ882843.1	-	-	-	-	-	-	-	KF666006.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amietophrynus_dodsoni	-	KT031446.1	-	-	-	-	-	-	-	-	-	-	KT031546.1	-	-	-	-	-	-	-	KT031639.1	-	-	-	-	-
Amietophrynus_garmani	U52745.1	DQ158453.1	-	-	-	-	KF665707.1	-	-	DQ306547.1	-	-	-	-	-	-	-	-	FJ882668.1	DQ158294.1	KJ609679.1	-	KJ532279.1	-	-	-
Amietophrynus_gutturalis	DQ158460.1	DQ158460.1	DQ283745.1	-	-	-	KF665828.1	-	-	KF666128.1	-	-	AF463778.1	-	-	-	-	-	FJ882670.1	DQ158301.1	KF666460.1	-	AF221972.1	DQ282890.1	-	-
Amietophrynus_kisoloensis	U52734.1	DQ158464.1	-	-	-	-	KF665752.1	-	-	KF666003.1	L10975.1	-	AF463788.1	-	-	-	-	-	-	DQ158305.1	KF666361.1	-	AF221978.1	-	-	-
Amietophrynus_latifrons	AF220845.1	AF220892.1	DQ283665.1	-	-	-	KF665737.1	-	-	KF666133.1	-	-	-	-	-	-	-	-	-	-	KF666272.1	-	DQ283970.1	DQ282819.1	-	-
Amietophrynus_lemairii	AF220847.1	AF220895.1	-	-	-	-	KF665803.1	-	-	KF666038.1	-	-	-	-	-	-	-	-	-	-	KF666396.1	-	-	-	-	-
Amietophrynus_mauritanicus	AY680265.1	AY680265.1	-	-	-	-	KF665723.1	-	-	KF666116.1	-	-	KT031547.1	-	-	-	-	-	FJ882672.1	-	KF666315.1	-	-	-	-	-
Amietophrynus_pantherinus	AF220849.1	AF220896.1	-	-	-	-	KF665822.1	-	-	KF666024.1	AF210089.1	-	GQ994953.1	-	-	-	-	-	-	-	KF666226.1	-	AF221979.1	-	-	-
Amietophrynus_pardalis	KF664840.1	AF220897.1	-	-	-	-	KF665527.1	-	-	KF665852.1	AF210079.1	-	-	-	-	-	-	-	-	-	KF666241.1	-	-	-	-	-
Amietophrynus_pentoni	KF664969.1	KF665129.1	-	-	-	-	KF665512.1	-	-	KF666058.1	-	-	KT031549.1	-	-	-	-	-	-	-	KF666258.1	-	-	-	-	-
Amietophrynus_perreti	-	KM219927.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amietophrynus_poweri	DQ158482.1	DQ158482.1	-	-	-	-	KF665766.1	-	-	KF665949.1	-	-	AF463781.1	-	-	-	-	-	-	DQ158324.1	KF666328.1	-	AF221973.1	-	-	-
Amietophrynus_rangeri	AF220828.1	AF220874.1	-	-	-	-	KF665806.1	-	-	KF666138.1	-	-	AF463776.1	-	-	-	-	-	-	-	KF666416.1	-	AF221970.1	-	-	-
Amietophrynus_regularis	AY680264.1	AY680264.1	DQ283554.1	-	-	-	KF665824.1	-	-	DQ306523.1	AY028511.1	DQ629609.1	KT031551.1	-	-	-	-	-	-	DQ158326.1	KJ609677.1	AY323784.1	AF221977.1	DQ282716.1	-	-
Amietophrynus_steindachneri	DQ158488.1	DQ158488.1	-	-	-	-	KF665771.1	-	-	DQ306546.1	-	-	-	-	-	-	-	-	FJ882671.1	DQ158329.1	KF666409.1	-	-	-	-	-
Amietophrynus_superciliaris	KF664963.1	HQ882849.1	-	-	-	-	-	-	-	KF666110.1	-	-	-	-	-	-	-	-	-	-	KF666442.1	-	-	-	-	-
Amietophrynus_taiensis	KF664883.1	KF665205.1	-	-	-	-	KF665583.1	-	-	KF666087.1	-	-	-	-	-	-	-	-	-	-	KF666381.1	-	-	-	-	-
Amietophrynus_tihamicus	-	KT031459.1	-	-	-	-	-	-	-	-	-	-	KT031555.1	-	-	-	-	-	-	-	KT031650.1	-	-	-	-	-
Amietophrynus_togoensis	KF664974.1	KF665466.1	-	-	-	-	KF665662.1	-	-	KF666041.1	-	-	-	-	-	-	-	-	-	-	KF666408.1	-	-	-	-	-
Amietophrynus_tuberosus	KF664779.1	KF665419.1	DQ283683.1	-	-	-	KF665810.1	-	-	KF665977.1	-	-	-	-	-	-	-	-	-	-	KF666150.1	-	DQ283984.1	DQ282832.1	-	-
Amietophrynus_villiersi	KF664845.1	KF665353.1	-	-	-	-	KF665792.1	-	-	KF666056.1	-	-	-	-	-	-	-	-	-	-	KF666353.1	-	-	-	-	-
Amietophrynus_xeros	DQ158499.1	DQ158499.1	-	-	-	-	KF665670.1	-	-	KF666137.1	-	-	AF463786.1	-	-	-	-	-	-	DQ158340.1	KF666456.1	-	AF221976.1	-	-	-
Amolops_akhaorum	-	FJ417160.1	-	-	-	-	-	-	FJ417258.1	-	-	-	FJ417209.1	-	-	-	-	-	-	-	FJ417293.1	-	-	-	-	FJ417326.1
Amolops_aniqiaoensis	-	-	-	-	-	-	KU243073.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_archotaphus	-	FJ417125.1	-	-	-	-	-	-	FJ417223.1	-	-	-	FJ417174.1	-	-	-	-	-	-	-	EF088234.1	-	-	-	-	EU076756.1
Amolops_bellulus	DQ204429.1	DQ204473.1	-	-	-	-	KU243079.1	-	FJ417225.1	-	-	-	FJ417176.1	FJ417225.1	-	-	-	-	-	-	FJ417267.1	-	-	-	-	FJ417300.1
Amolops_chayuensis	-	-	-	-	-	-	KU243075.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_chunganensis	KX645666.1	KX645666.1	-	KX645666.1	KX645666.1	-	KX645666.1	KX645666.1	KX645666.1	-	KX645666.1	KX645666.1	KX645666.1	KX645666.1	KX645666.1	KX645666.1	KX645666.1	KX645666.1	-	-	KU840719.1	-	KU840660.1	-	-	KU840752.1
Amolops_compotrix	-	FJ417142.1	-	-	-	-	-	-	FJ417240.1	-	-	-	FJ417191.1	FJ417240.1	-	-	-	-	-	-	EF088235.1	-	-	-	-	EU076757.1
Amolops_cremnobatus	AB211460.1	DQ204477.1	-	-	-	-	-	-	FJ417241.1	-	-	-	FJ417192.1	FJ417241.1	-	-	-	-	-	-	EF088236.1	-	-	-	-	EU076758.1
Amolops_cucae	-	FJ417146.1	-	-	-	-	-	-	FJ417244.1	-	-	-	FJ417195.1	FJ417244.1	-	-	-	-	-	-	EF088237.1	-	KU840662.1	-	-	EU076759.1
Amolops_daiyunensis	AB211451.1	DQ204479.1	-	-	-	-	JN700812.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_daorum	AF206101.1	AF206482.1	-	-	-	-	-	-	FJ417249.1	-	-	-	FJ417200.1	FJ417249.1	-	-	-	-	-	-	EF088238.1	-	-	-	-	EU076760.1
Amolops_granulosus	AB211458.1	DQ204480.1	-	-	-	-	KF771329.1	-	-	-	KJ008444.1	-	KF771329.1	KF771306.1	KF771306.1	KF771306.1	KF771306.1	-	-	-	-	-	-	-	-	-
Amolops_hainanensis	EF453725.1	DQ204481.1	-	-	-	-	JN700809.1	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ019495.1	DQ019518.1	KU840677.1	-	-	KU840780.1
Amolops_hongkongensis	AB211450.1	AF206453.1	-	-	-	-	JN700811.1	-	-	-	-	AY607304.1	AY607304.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_indoburmanensis	-	JF794471.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_iriodes	-	FJ417154.1	-	-	-	-	-	-	FJ417252.1	-	-	-	FJ417203.1	FJ417252.1	-	-	-	-	-	-	EF088239.1	-	-	-	-	EU076761.1
Amolops_jinjiangensis	NC_032340.1	NC_032340.1	-	NC_032340.1	NC_032340.1	-	NC_032340.1	NC_032340.1	NC_032340.1	-	NC_032340.1	NC_032340.1	NC_032340.1	NC_032340.1	NC_032340.1	NC_032340.1	NC_032340.1	NC_032340.1	-	-	-	-	-	-	-	-
Amolops_kangtingensis	EF453727.1	KF771287.1	-	-	-	-	KF771330.1	-	-	-	KJ008423.1	-	KF771330.1	KF771307.1	KF771307.1	KF771307.1	KF771307.1	-	-	-	-	-	-	-	-	-
Amolops_larutensis	KP298032.1	AB511293.1	-	-	-	-	AB511294.1	-	AB511292.1	-	AB511292.1	-	-	AB511292.1	AB511292.1	AB511292.1	AB511292.1	AB511292.1	-	-	DQ347279.1	-	DQ347398.1	-	-	DQ347186.1
Amolops_liangshanensis	EF453728.1	EF453743.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_lifanensis	AB211459.1	DQ204482.1	-	-	-	-	JN700797.1	-	-	-	KJ008458.1	-	-	-	-	-	-	-	-	-	-	-	DQ360034.1	-	-	DQ360065.1
Amolops_loloensis	AB211455.1	DQ204483.1	-	NC_029250.1	NC_029250.1	-	NC_029250.1	NC_029250.1	NC_029250.1	-	NC_029250.1	NC_029250.1	NC_029250.1	NC_029250.1	NC_029250.1	NC_029250.1	NC_029250.1	NC_029250.1	-	-	-	-	DQ360008.1	-	-	DQ360039.1
Amolops_mantzorum	KJ546429.1	KJ546429.1	-	NC_024180.1	NC_024180.1	-	NC_024180.1	NC_024180.1	NC_024180.1	-	NC_024180.1	NC_024180.1	FJ417204.1	NC_024180.1	NC_024180.1	NC_024180.1	NC_024180.1	NC_024180.1	-	-	EF088240.1	-	DQ360023.1	-	-	EU076762.1
Amolops_marmoratus	AB211463.1	DQ204485.1	-	-	-	-	KR087617.1	-	EU861515.1	-	AB259738.1	-	EU861567.1	EU861515.1	-	-	-	-	-	-	EF088241.1	-	-	-	-	EU076763.1
Amolops_medogensis	NC_032354.1	NC_032354.1	-	NC_032354.1	NC_032354.1	-	NC_032354.1	NC_032354.1	NC_032354.1	-	NC_032354.1	NC_032354.1	NC_032354.1	NC_032354.1	NC_032354.1	NC_032354.1	NC_032354.1	NC_032354.1	-	-	-	-	-	-	-	-
Amolops_mengyangensis	-	KR827704.1	-	-	-	-	KR087619.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_nyingchiensis	-	-	-	-	-	-	KU243071.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_panhai	AB211464.1	AB211487.1	-	-	-	-	KR087621.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_ricketti	KF956111.1	KF956111.1	-	NC_023949.1	NC_023949.1	-	NC_023949.1	NC_023949.1	NC_023949.1	-	NC_023949.1	NC_023949.1	FJ417206.1	NC_023949.1	KF771310.1	NC_023949.1	NC_023949.1	NC_023949.1	-	-	KU840718.1	-	DQ360009.1	-	-	EU076764.1
Amolops_spinapectoralis	DQ204444.1	DQ204488.1	-	-	-	-	-	-	FJ417259.1	-	-	-	FJ417210.1	FJ417259.1	-	-	-	-	-	-	EF088243.1	-	-	-	-	EU076765.1
Amolops_torrentis	EF453729.1	DQ204489.1	-	-	-	-	KX507336.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KU840715.1	-	-	-	-	-
Amolops_tuberodepressus	KR559270.1	KR559270.1	-	KR559270.1	KR559270.1	-	KR559270.1	KR559270.1	KR559270.1	-	KR559270.1	KR559270.1	FJ417211.1	KR559270.1	KR559270.1	KR559270.1	KR559270.1	KR559270.1	-	-	FJ417294.1	-	-	-	-	FJ417327.1
Amolops_viridimaculatus	AB211457.1	DQ204490.1	-	-	-	-	-	-	-	-	KJ008459.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amolops_vitreus	-	FJ417165.1	-	-	-	-	-	-	FJ417263.1	-	-	-	FJ417214.1	FJ417263.1	-	-	-	-	-	-	EF088244.1	-	-	-	-	EU076767.1
Amolops_wuyiensis	KJ933509.1	KJ933509.1	-	KJ933509.1	NC_025591.1	-	NC_025591.1	NC_025591.1	NC_025591.1	-	NC_025591.1	NC_025591.1	NC_025591.1	NC_025591.1	KF771311.1	NC_025591.1	NC_025591.1	NC_025591.1	-	-	KP191587.1	-	KP191584.1	-	-	KP191590.1
Anaxyrus_americanus	AY680204.1	AY680205.1	-	-	-	-	KF665823.1	-	-	DQ306520.1	AB159264.1	AF462464.2	-	-	-	-	-	-	FJ882676.1	DQ158268.1	KJ609650.1	-	FJ004273.1	-	-	-
Anaxyrus_baxteri	AY680207.1	AY680207.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anaxyrus_boreas	U52702.1	AY325983.1	DQ283567.1	-	-	-	KF665820.1	-	-	DQ306499.1	EU938444.1	-	JN868005.1	-	-	-	-	-	FJ882678.1	DQ158278.1	KJ609660.1	-	FJ004268.1	-	-	-
Anaxyrus_californicus	AY680225.1	AY680225.1	-	-	-	-	EF532258.1	-	-	-	KM523266.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anaxyrus_canorus	EF532005.1	AY680239.1	-	-	-	-	KF665524.1	-	-	KJ532321.1	L10967.1	-	-	-	-	-	-	-	-	KJ532285.1	KJ609661.1	-	KJ532270.1	-	-	-
Anaxyrus_cognatus	U52711.1	AY680230.1	DQ283550.1	-	-	-	KU985788.1	-	-	DQ306502.1	L10968.1	AF462502.1	-	-	-	-	-	-	-	DQ158285.1	KJ609656.1	-	KJ532267.1	DQ282713.1	-	-
Anaxyrus_debilis	U52715.1	AY680233.1	-	-	-	-	EF532261.1	-	-	DQ306507.1	AY010165.1	-	-	-	-	-	-	-	-	DQ158290.1	DQ158371.1	-	-	-	-	-
Anaxyrus_exsul	EF532008.1	AY680243.1	-	-	-	-	EF532057.1	-	-	DQ306550.1	L10971.1	AF004524.1	AF004524.1	-	-	-	-	-	-	DQ158291.1	DQ158372.1	-	-	-	-	-
Anaxyrus_fowleri	AY680224.1	AY680224.1	-	-	-	-	EF525808.1	-	-	DQ306505.1	-	AF462526.1	-	-	-	-	-	-	-	DQ158292.1	DQ158373.1	-	EF372180.1	-	-	-
Anaxyrus_hemiophrys	AY680213.1	AY680213.1	-	-	-	-	EF532252.1	-	-	KJ532318.1	-	HM135376.1	-	-	-	-	-	-	-	KJ532282.1	KJ609652.1	-	FJ004272.1	-	-	-
Anaxyrus_houstonensis	AY680208.1	AY680208.1	-	-	-	-	EF532254.1	-	-	KJ532317.1	-	-	-	-	-	-	-	-	-	KJ532281.1	KJ609651.1	-	KJ532265.1	-	-	-
Anaxyrus_kelloggi	KT935303.1	KT935303.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anaxyrus_microscaphus	AY680227.1	DQ158476.1	-	-	-	-	EF532257.1	-	-	DQ306563.1	L10978.1	AF462528.1	-	-	-	-	-	-	-	DQ158318.1	KJ609655.1	-	KJ532266.1	-	-	-
Anaxyrus_nelsoni	EF532011.1	AY680240.1	-	-	-	-	EF532060.1	-	-	-	JQ947894.1	-	-	-	-	-	-	-	-	JQ947857.1	-	-	JQ947838.1	-	-	-
Anaxyrus_punctatus	U52716.1	AY680237.1	-	-	-	-	EF532264.1	-	-	KJ532320.1	EU938445.1	-	-	-	-	-	-	-	-	JQ947873.1	KJ609659.1	-	DQ283855.1	DQ282714.1	-	-
Anaxyrus_quercicus	U52709.1	AY680234.1	DQ283544.1	-	-	-	KU986042.1	-	-	DQ306549.1	-	-	-	-	-	-	-	-	-	DQ158325.1	KJ609658.1	-	KJ532269.1	DQ282708.1	-	-
Anaxyrus_retiformis	AY325982.1	AY325982.1	-	-	-	-	EF532262.1	-	-	-	AY010166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anaxyrus_speciosus	U52713.1	AY680229.1	-	-	-	-	KU985872.1	-	-	KJ532319.1	L10980.1	-	-	-	-	-	-	-	-	KJ532284.1	KJ609657.1	-	KJ532268.1	-	-	-
Anaxyrus_terrestris	AY680221.1	AY680221.1	DQ283549.1	-	-	-	KF665667.1	-	-	DQ306537.1	-	AF462533.1	-	-	-	-	-	-	FJ882677.1	DQ158330.1	KJ609654.1	-	EF372184.1	DQ282712.1	-	-
Anaxyrus_woodhousii	AY680215.1	AY680215.1	DQ283573.1	-	-	-	KU986010.1	-	-	DQ306551.1	AY288064.1	AY226975.1	-	-	-	-	-	-	-	DQ158339.1	KJ609653.1	-	EF372177.1	DQ282733.1	-	-
Andinobates_bombetes	HQ290981.1	HQ290981.1	-	-	-	HQ290618.1	-	-	-	-	HQ290558.1	HQ290981.1	HQ290981.1	-	-	-	-	-	HQ290738.1	HQ290858.1	-	-	-	-	-	HQ290918.1
Andinobates_cassidyhornae	-	JQ936638.1	-	-	-	-	-	-	-	-	JX879725.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andinobates_claudiae	HQ290983.1	HQ290983.1	DQ502956.1	-	-	HQ290620.1	DQ502754.1	-	-	-	HQ290560.1	HQ290983.1	HQ290983.1	-	-	-	-	-	HQ290740.1	HQ290860.1	EU325921.1	-	DQ283772.1	DQ503056.1	-	HQ290920.1
Andinobates_dorisswansonae	-	JN635863.1	-	-	-	-	-	-	-	-	JQ936630.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andinobates_fulguritus	-	AF124116.1	DQ502983.1	-	-	-	DQ502817.1	-	-	-	DQ502538.1	-	-	-	-	-	-	-	-	-	DQ503333.1	-	DQ503222.1	DQ503084.1	-	DQ503158.1
Andinobates_geminisae	-	KM212167.1	-	-	-	-	KM212166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andinobates_minutus	AF128590.1	AF128589.1	DQ503006.1	-	-	-	DQ502870.1	-	-	-	DQ502603.1	-	-	-	-	-	-	-	-	-	DQ503365.1	-	DQ503251.1	DQ503116.1	-	-
Andinobates_opisthomelas	-	JQ936635.1	-	-	-	-	-	-	-	-	JX879718.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andinobates_tolimensis	-	KT364462.1	-	-	-	-	-	-	-	-	KT364468.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andinobates_virolinensis	EU342667.1	HQ290994.1	-	-	-	HQ290631.1	-	-	-	-	JQ936628.1	HQ290994.1	HQ290994.1	-	-	-	-	-	HQ290751.1	HQ290871.1	-	-	-	-	-	HQ290931.1
Anhydrophryne_rattrayi	KU354506.1	AF215504.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KX241890.1	HQ014441.1	-	-	-	HQ014446.1
Anilany_helenae	-	-	-	-	-	-	KX033510.1	-	-	-	EU341004.1	-	-	-	-	-	-	-	-	-	EU341125.1	-	-	-	-	-
Anodonthyla_boulengerii	GU177076.1	KM509088.1	-	-	-	EF395994.1	GU177065.1	-	-	-	GU177071.1	-	-	-	-	-	-	-	-	-	EF396072.1	EF396110.1	-	-	-	EF395959.1
Anodonthyla_emilei	-	GU048783.1	-	-	-	-	GU177064.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anodonthyla_hutchisoni	GU177074.1	GU177051.1	-	-	-	-	GU177057.1	-	-	-	GU177069.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anodonthyla_jeanbai	-	KM509089.1	-	-	-	KM509220.1	KM509755.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509889.1
Anodonthyla_montana	AY594014.1	AY594052.1	KC179835.1	-	-	EF395995.1	KF611396.1	-	-	-	EU341025.1	-	-	-	-	-	-	-	-	-	EF396071.1	EF396111.1	-	-	-	EF395960.1
